029C 0000057F
15B1 A260E98F
15B2 D5321CB9
15B3 570BFE7B
15B4 119A778C
15B5 3BE1030F
15B6 7067A8E9
15B7 0287BA3F
15B8 D949B509
15B9 A83F2F4C
15BA 2BB78986
15BB C28D2160
15BC 9CC1F30C
15BD 9AAC12D0
15BE 2DC6A9AC
15BF FE1B2333
15C0 D8CCF56F
15C1 138D2167
15C2 D744E277
15C3 F09220C5
15C4 045E6CC0
15C5 C9C87028
15C6 49546926
15C7 2D166C8A
15C8 B68A97AD
15C9 04BF312C
15CA D763EF2D
15CB 46FA6F83
15CC 5C9B9DA0
15CD F0B40E62
15CE FDB8A306
15CF 88BD0642
15D0 ACCE69F3
15D1 4A75F885
15D2 C2C64AFE
15D3 F21000B4
15D4 629CB4F5
15D5 CEA19C0A
15D6 BAEE0623
15D7 3D52EB60
15D8 371B0284
15D9 4ED310A5
15DA FD25003B
15DB E691B4E3
15DC 8A75C515
15DD 86F5F8AA
15DE 527014AD
15DF CF4B0BEA
15E0 3D4531AF
15E1 80ABBF86
15E2 31311222
15E3 A6005E70
15E4 4724F083
15E5 F368799A
15E6 0E9DAA2C
15E7 671F0AAA
15E8 BA57E218
15E9 33007FF9
15EA EE22FBF2
15EB 45454F26
15EC 3465B5A4
15ED 366379FB
15EE 94BBBCC1
15EF 06333456
15F0 2F7022B8
15F1 F1500E6C
15F2 F39AF605
15F3 1BD0431F
15F4 15CD4CB4
15F5 B0DA1125
15F6 047A8A24
15F7 CC4D5A75
15F8 7B3ECC2F
15F9 A31CD6F1
15FA CF3C1D0A
15FB 660FBA7B
15FC 034C75DE
15FD 77F9B178
15FE F9823006
15FF 52DE3C6A
1600 F3D27297
1601 DA5CF830
1602 5265C158
1603 204A5319
1604 7696A9E7
1605 A831EAD2
1606 09AFF2E9
1607 21135509
1608 3645044E
1609 FAB736B8
160A 5E5AC5FF
160B 0ADCF6A9
160C 6219FA22
160D FE426EC0
160E 7731E174
160F AC795627
1610 F33C2BFF
1611 81C78E9F
1612 11BCE0D3
1613 A913C1FB
1614 144C2847
1615 9C193754
1616 1F5DA239
1617 09CADE4B
1618 D2E58138
1619 E0388C1C
161A B0F68561
161B B4DECCE5
161C 37E61549
161D 1C388315
161E CFAC22C1
161F CD2F5498
1620 EFA2EE5E
1621 7B559543
1622 00EBADC3
1623 0000058B
1624 B0E6ACD1
1625 C03D998A
1626 849B9D7C
1627 E4E7B9DB
1628 D0EC9A39
1629 0099ECDC
162A E75EEC28
162B E33299E1
162C 6DB231D7
162D 07033911
162E DBFB227F
162F 021CCEF7
1630 3794E39A
1631 1A5D7E14
1632 6A323E1B
1633 84A0071C
1634 024A1A59
1635 EA7AE306
1636 9878B2C6
1637 58F6BFD0
1638 B8D0154C
1639 2489E0A7
163A DC20A47D
163B 8E1BA97A
163C C30FAA57
163D 6D6FEDEF
163E 37F97A6A
163F D1148565
1640 07577BCC
1641 8200365B
1642 B538E315
1643 2DE1F011
1644 D161357E
1645 4E6CC48B
1646 57ACB66F
1647 A683435E
1648 F5EDDA87
1649 7AC4F11B
164A C0763F8D
164B D273323E
164C 1AC41DFA
164D 6BEAAD5C
164E C5863FE0
164F C146ECE4
1650 F1B96D24
1651 0599FF9C
1652 F813F45D
1653 7E942686
1654 0E02F931
1655 B205D0FD
1656 7BDE1093
1657 3060450A
1658 45AE0F89
1659 1F733B1E
165A FBDAF361
165B 316D6B3E
165C F46876CF
165D 84E5F427
165E 67D9C899
165F A9B3ACCD
1660 2BD9D7B7
1661 C9CA4ABD
1662 BB3EE20D
1663 428736FF
1664 B0D7DF23
1665 287F89D0
1666 28AD31A8
1667 0EE9ACC2
1668 C0D62E61
1669 BE0CE649
166A CD1F30B1
166B F97FE246
166C 3E02EABF
166D 643FD736
166E BA4FD401
166F AC47E2E3
1670 059586D4
1671 703012A0
1672 80E3A06F
1673 13FEEB6F
1674 116DAFAE
1675 C996EA1C
1676 C0E6FF7A
1677 FC7AA493
1678 AD93F411
1679 D8AB8942
167A A6988F72
167B 508DDB8A
167C 388A3B38
167D 0F13F071
167E EA2BFAE5
167F 15CEA10A
1680 B2C878DA
1681 D526DE34
1682 A7D29653
1683 84D92003
1684 4A290EB8
1685 28BEF427
1686 6C687158
1687 78E0E006
1688 D7B0AC82
1689 82F85622
168A D82F877B
168B 7C6478DB
168C 74199895
168D 2B090A07
168E EBD17665
168F 18F1DAF0
1690 F672ADBF
1691 E44255C6
1692 9545729B
1693 1B7D09B3
1694 F0DE6191
1695 23712CBE
1696 F740FF55
1697 6D4C8873
1698 50F60A34
1699 7F6045CD
169A 9F982BF7
169B 7866AF15
169C EF7FD09F
169D 04E5E490
169E 2F64F895
169F C2AB6EC1
16A0 B82D40B7
16A1 D8A19B40
16A2 B88ADCBA
16A3 8D4B6E59
16A4 8DC9ABF0
16A5 CCE182F7
16A6 EB4C87D2
16A7 68308B29
16A8 A22E0B3F
16A9 7B29FC4A
16AA EDB24CBE
16AB E660671B
16AC 08B9658E
16AD 60A17CC4
16AE E06FBF2F
16AF 66144FFF
16B0 638822E1
16B1 EA70D03B
16B2 44C0C8AA
16B3 36AA819C
16B4 6F886244
16B5 A6CA8568
16B6 AFBA2AD6
16B7 CBE337FB
16B8 983CDE60
16B9 F3000519
16BA 8CDECEA1
16BB D9968115
16BC 522F14D8
16BD E038B5C5
16BE 56AF5D75
16BF 345DCDEC
16C0 A17A7AD2
16C1 9EF4BD23
16C2 1D7C5117
16C3 E2442E66
16C4 6B94C809
16C5 276431BB
16C6 B27D7968
16C7 63F78A8C
16C8 6488DBAD
16C9 71B23C9B
16CA 1F4CE9CD
16CB CF8C22C1
16CC 1145438A
16CD 2AB28F0E
16CE 15AAB559
16CF CCEDBAEB
16D0 23883A95
16D1 09EBE0CD
16D2 0C236494
16D3 2A4947D3
16D4 BB363427
16D5 BB66AEEC
16D6 AA3949B6
16D7 CC7A723D
16D8 47D514BB
16D9 618472E4
16DA 1D134768
16DB 69075DD7
16DC 6B42F925
16DD FD313BC1
16DE 2120B5F6
16DF B04C8ADF
16E0 1C5B3019
16E1 D9496915
16E2 B1C8E01B
16E3 D62CB3DB
16E4 7B5C597B
16E5 DC0C723D
16E6 3AEE2A54
16E7 13D3F89A
16E8 560277DC
16E9 C970C8D2
16EA 783E79D5
16EB D430835F
16EC E369316B
16ED A0319666
16EE 73D2BE26
16EF 516312B9
16F0 B5EABADB
16F1 00622339
16F2 5E6F0DE1
16F3 CB09A1C3
16F4 3BBEB931
16F5 B1FCF740
16F6 ACD99CB2
16F7 5AEE10C5
16F8 6C9ABEA6
16F9 6ABC466D
16FA 13DE4584
16FB 34993A88
16FC 706FFD34
16FD 46081A22
16FE F7FED5F9
16FF 0A70322E
1700 6B548895
1701 516A3F82
1702 0430878D
1703 1FA1381E
1704 ACD1DEBB
1705 C83B6D03
1706 4E2D81FC
1707 56D41FBD
1708 1BC35284
1709 36F645AD
170A 812554C0
170B CE1898C2
170C 558A9BB2
170D 781CA3B0
170E 6F69F855
170F F099FA2D
1710 BD833DF7
1711 6EB5FC1B
1712 6A31EF61
1713 1DE876BA
1714 1689BD2C
1715 556393CC
1716 3F6C8A96
1717 49AADC84
1718 D5E9D8F3
1719 D6631A06
171A 6B471B1C
171B B8FCB8AA
171C A7DEBE17
171D 94378E29
171E 6533F7F8
171F 4A32F061
1720 7BA0998C
1721 FB3B9659
1722 1796D298
1723 0A62E5B9
1724 EE8E6B37
1725 E40AC9BC
1726 6B65B5D5
1727 AD5F87B0
1728 502D7987
1729 C53D4F9D
172A AAF58C36
172B B4757E97
172C A3F8607D
172D A2F3C973
172E 64841F9E
172F 81490BDB
1730 EBB681D6
1731 0C2B9B28
1732 2F5A5E17
1733 8A017189
1734 C43D5DC2
1735 407BA8CF
1736 B7134AB7
1737 635B1293
1738 8414F688
1739 98829D29
173A 566AC4FE
173B 4B6D81D5
173C 6F0B2805
173D 166832CB
173E 1C8C0661
173F F859AC1D
1740 3AA97D52
1741 5440083B
1742 70C8F6BF
1743 6C0AD9D2
1744 9334FA49
1745 0EBD5E1A
1746 68524321
1747 0D20FEDB
1748 C55213A0
1749 0845DD3C
174A 1E631A5F
174B 460D9F74
174C 7BF1492C
174D 5624D381
174E 57E4CC3D
174F 337B65DF
1750 710A7C5E
1751 596557B3
1752 1BE9BE76
1753 425D27CC
1754 41FC2D04
1755 C56DB62B
1756 D109525E
1757 D3C9C919
1758 4798E0D9
1759 F5571146
175A 64A3C6F4
175B 38896057
175C 2F325960
175D 21829D57
175E A0E548F7
175F B2D9907F
1760 5E66A790
1761 C4B2A025
1762 CC59E04E
1763 8FE9C4E2
1764 66B86708
1765 85C8F102
1766 A1DFEEEC
1767 534AAA5B
1768 70A85BE0
1769 0F6E661C
176A CFA77673
176B C0AE38CD
176C 5E409E0B
176D EFD26695
176E 4314CF55
176F 48AF202D
1770 EA4094DA
1771 21DC8908
1772 3CC79A48
1773 46130ACA
1774 B1A8BCC2
1775 F6FF6147
1776 93F62466
1777 13976DAD
1778 BBDCE6A9
1779 F71AA542
177A F9D8666A
177B AA25BF66
177C 484306BC
177D CD819F47
177E 9B324431
177F A86416CA
1780 272FA65C
1781 08AEA200
1782 7466E93E
1783 6C699170
1784 90F231A8
1785 3179980A
1786 00391636
1787 00000C7F
1788 4815FB62
1789 FDCE80C4
178A 8B078046
178B F949DF1E
178C 1B9C2ED5
178D DAA324FC
178E 7071CE0F
178F 23A698B7
1790 4958D603
1791 6B654584
1792 023D11C8
1793 4FFB95AE
1794 4554EDEB
1795 2D313DFF
1796 9F2E6D48
1797 144C6738
1798 7F150B88
1799 68C89BD6
179A 53860F2D
179B 9EECA51F
179C 6F9547E9
179D 6CE65EB9
179E B5437785
179F 5136CBFE
17A0 BF1F18AE
17A1 D17BE2B9
17A2 CC939778
17A3 2D1CF7BE
17A4 9FEF60FF
17A5 AF7655BF
17A6 DD102D77
17A7 0A5373DC
17A8 5379A5E3
17A9 B038072C
17AA 6BD50A8F
17AB 468ADA75
17AC 3B102958
17AD 7E77F8DA
17AE 00154D44
17AF 1750D32A
17B0 25A04DEB
17B1 EF5C3358
17B2 91456E0A
17B3 15C0D7CE
17B4 8CBA0F7B
17B5 75D734AC
17B6 CBE5F95B
17B7 7721BB69
17B8 FAE387B8
17B9 85A0CDF2
17BA 960DB031
17BB AAF135A2
17BC 9C223A60
17BD 35DA7C3F
17BE 8FC24D0A
17BF A7B480AB
17C0 CE1D4450
17C1 809BD0AF
17C2 63AD7BF7
17C3 DC77517A
17C4 7D31AC10
17C5 6B3BB563
17C6 7CCD3081
17C7 9CECEC5E
17C8 5FF1F749
17C9 064D7304
17CA A808C7E8
17CB 6FBD125D
17CC 2A252E1F
17CD 8C94D2B3
17CE 7A6D792C
17CF 20F39675
17D0 328E53E0
17D1 69132FA0
17D2 B5AED0D2
17D3 E0A34B00
17D4 A4F8267D
17D5 AE537ECB
17D6 2238E0AB
17D7 BE499D27
17D8 2F6E63C3
17D9 5A5B984C
17DA 4C1F3C7B
17DB EDCBDCAF
17DC 783751DF
17DD A9D92840
17DE 82BF0339
17DF DDF18F36
17E0 0A482320
17E1 8DF5E7B8
17E2 68B461C2
17E3 57DD80E0
17E4 D0D325CD
17E5 B852A0C8
17E6 FB041F57
17E7 986F3750
17E8 611E3881
17E9 2E464BE4
17EA 2C938E7E
17EB F5DBADC2
17EC C37C0A20
17ED F386E9EE
17EE 7B413731
17EF 5517AB06
17F0 DB87B734
17F1 F9819974
17F2 C0E4367C
17F3 EE0AC832
17F4 D716021E
17F5 721F94D2
17F6 14701A46
17F7 67D5C053
17F8 CD10B5B8
17F9 F95770E8
17FA AF69B2DF
17FB E90555CB
17FC 62D39FBA
17FD 2CBEE621
17FE A8116770
17FF 73D121B4
1800 3CCFBE05
1801 40C85D8F
1802 66E3C20B
1803 0AFC6737
1804 52814419
1805 167DF165
1806 691C933C
1807 38CD4217
1808 C30BB3CD
1809 5292A407
180A F5FDD852
180B E60EEE81
180C B0DEDA20
180D BC509D98
180E 1B4077E8
180F EB86DC7A
1810 9258D5E7
1811 4C95370D
1812 C8220727
1813 DE8FF675
1814 FBB2D3E5
1815 E1E03896
1816 B13E991D
1817 496273F8
1818 AC04FA1A
1819 CB776704
181A 1727D0E2
181B 15DE2B43
181C 70FA6F1A
181D 805AB209
181E 6F29FA42
181F 1D882760
1820 000B939A
1821 7CA1ABB6
1822 0DCB11D5
1823 CCAE6CC7
1824 D3275535
1825 77997C69
1826 CCD836EE
1827 2E21A4E3
1828 518C9309
1829 965A8870
182A F97F762C
182B DE876897
182C F4F8266A
182D 2A024894
182E 86A3CAF5
182F 5950F6BF
1830 DE37EEC7
1831 AF6F5401
1832 887A6FE7
1833 4E9B355F
1834 6DE41CAC
1835 18ED3AC2
1836 C2A51740
1837 8829B036
1838 C97DE385
1839 6B378E85
183A EE58AEC1
183B 8BB040F1
183C 68FECB6C
183D 55C1A744
183E 4FA8B3BD
183F 723EDD87
1840 60FB4040
1841 ADB9C650
1842 C3EC1874
1843 5CFAA955
1844 479ACE6B
1845 CD118037
1846 4FE06557
1847 65F1C09E
1848 B53F127C
1849 01D7F32B
184A 8AF1EDCC
184B 3834FA76
184C 877B9F59
184D AEB177CC
184E 765A9C69
184F 2FE2B4B1
1850 712BF63F
1851 50342390
1852 37E8BE8C
1853 9023B6BA
1854 CB712981
1855 E2CAC2ED
1856 FCF4E7E9
1857 4573B890
1858 D2D3238E
1859 91FB7819
185A 2A056367
185B 22278A65
185C C4433351
185D 7904C82C
185E 62B1A38E
185F 134C1742
1860 713E26D2
1861 9A18F8CC
1862 87010FD7
1863 1BD18376
1864 B96B9975
1865 59C24411
1866 8BD1A0CC
1867 940099FF
1868 25739C79
1869 F4CE1051
186A 79846CB1
186B 1EA03638
186C 540A84B3
186D C66FD95B
186E AF2DFE08
186F FBC67CD2
1870 8DE38359
1871 89391A72
1872 B41D0E20
1873 A41137C4
1874 FEC89D2C
1875 CA0CAA48
1876 FD0C7201
1877 FB455ACE
1878 EE13C204
1879 92425A6E
187A D0CE35E4
187B 7FA0536A
187C 53100B06
187D 990F1370
187E EA44E98A
187F 987AE202
1880 CA4A80AF
1881 6E1973D2
1882 7F4D9481
1883 F90EF5F1
1884 C222F5DD
1885 430FCE7B
1886 1358304E
1887 E03394E8
1888 6ED5C42A
1889 D67AA61D
188A 491043B1
188B AE09388D
188C 85630626
188D F3AFE9BF
188E 5421D7FD
188F 155DCCC7
1890 1DB39F1D
1891 62ED3D65
1892 5B5165EF
1893 8075EFE8
1894 6D7619FA
1895 213F36B2
1896 F0328404
1897 154938D4
1898 CCE14164
1899 D9F04148
189A 6707EFC9
189B 5269286B
189C A27E3802
189D FE673837
189E 14567B7D
189F 13649A1A
18A0 421F7DDF
18A1 CC8B9554
18A2 87B498BD
18A3 5BDAEC6F
18A4 5E5D9228
18A5 E9341A28
18A6 FE86FFC0
18A7 BC5548D8
18A8 4149885C
18A9 F0E846E1
18AA 91CA0CE7
18AB C71696E1
18AC 84016A2F
18AD 39E8CCF5
18AE E7D19A30
18AF 48E81794
18B0 89F2A6E4
18B1 A77F39DB
18B2 C4553721
18B3 642BF039
18B4 7E0E0599
18B5 2010C10D
18B6 85787B98
18B7 CBBE7C08
18B8 014C3D39
18B9 2D6A0EE3
18BA 053228EF
18BB 4A0AF8BA
18BC 5D7D837B
18BD 2001225D
18BE 5E9EBFC8
18BF F3A0B96C
18C0 9799197D
18C1 38B7B654
18C2 02CB7C2D
18C3 24DE0E92
18C4 D3D1359E
18C5 B458275B
18C6 A017F55D
18C7 2A6B362A
18C8 89B740E6
18C9 F8973719
18CA FA244BD6
18CB E9FF5E38
18CC DAE24B21
18CD 1177BC00
18CE 37D004D5
18CF 6904AAC7
18D0 6E9EC761
18D1 B1E3B7D0
18D2 F42DD40D
18D3 1EECA13D
18D4 F920BD9E
18D5 2A321F3C
18D6 2E5C801D
18D7 FB38490A
18D8 028E22A8
18D9 EDE509CE
18DA A49E5E0C
18DB 41208817
18DC 43C55E10
18DD 6CDA967B
18DE 41D7FBB6
18DF D0FE2A81
18E0 91B540FB
18E1 2C4B245E
18E2 CE576B35
18E3 980B0CD5
18E4 B78390F7
18E5 A01EA553
18E6 66ACA555
18E7 5B41158E
18E8 E57F5739
18E9 5F295ED6
18EA 12E6A5A1
18EB AB6B1A7D
18EC 50BBB913
18ED 9D15CCAA
18EE C88C35F9
18EF 3E57303B
18F0 10FD1004
18F1 77C7BA91
18F2 5529D13B
18F3 5213A8CD
18F4 C2A5B88D
18F5 0A4E0DDC
18F6 10A87A8B
18F7 86C6D47A
18F8 69B55A4E
18F9 D7453B8A
18FA 2F71172A
18FB CC62F7D0
18FC C737E27B
18FD 8156BAFF
18FE 15511202
18FF A1BB1DF4
1900 EEF90B57
1901 CC3E388F
1902 23A20587
1903 3247B247
1904 11191653
1905 EFF71C75
1906 2473077A
1907 8B72E033
1908 BA59751B
1909 414434E5
190A 9308E37A
190B 67D16495
190C 407E1860
190D 7DB40525
190E BD74F97F
190F BFC701E6
1910 9A774832
1911 2344C686
1912 1F316B0A
1913 95FEF8F8
1914 D621C28B
1915 DC93B9D0
1916 8854682E
1917 59B0C1D2
1918 1986D5AC
1919 9DC8E4AC
191A BE592168
191B 2C5C3226
191C DF5FAE96
191D E8759174
191E ED9A8F98
191F EAE324DA
1920 BABC4413
1921 66121B21
1922 DF424D3E
1923 4873D3AA
1924 9BFEDF9C
1925 44FC6E91
1926 C989CE05
1927 8FC1A86E
1928 1141EEA3
1929 0542D772
192A 8F23C110
192B 15BE0598
192C 4AAA6FD2
192D 5C648C88
192E CA4DFC1D
192F EDE394E3
1930 00C297E7
1931 006090A3
1932 DE003A47
1933 7D2C8B60
1934 D158F15A
1935 52F35321
1936 06508F93
1937 AE76314C
1938 E9993120
1939 ADC73DF5
193A 0CFD6726
193B 56A761E7
193C 5D7830A8
193D 7A61F42F
193E 52B58D69
193F 63657FAB
1940 B3A83EA9
1941 3CE4B6A7
1942 B4868C72
1943 DEF5214B
1944 9ED2A4D5
1945 59375DDA
1946 5ACDA84D
1947 7AF7DD7C
1948 635EFAF9
1949 04D9CAD8
194A BBD99769
194B 34F23DEE
194C 95819169
194D 3A63B467
194E F0D68C57
194F 720EB79B
1950 38FEEB96
1951 7EDD9442
1952 E70FD34E
1953 8C67E66D
1954 98C6CA10
1955 9D52A87D
1956 967FCE41
1957 6C899DF8
1958 1F5C1EA3
1959 B1F1A2F6
195A B830B4B9
195B 0ABCCDD4
195C D490DF24
195D 35C6837D
195E 919A2E16
195F CB39D5B5
1960 A2605724
1961 4E17A619
1962 95B3C5EF
1963 F858AE64
1964 86F8D81E
1965 36A6DC45
1966 124E9A85
1967 2C730468
1968 EA4FBED9
1969 BA83556F
196A 1C86E7CA
196B 6A2EAD21
196C 723537F4
196D 4A10A523
196E 610E5975
196F 8777DB96
1970 01BCD971
1971 00CB4FA3
1972 B9D5ECBB
1973 DDF69F62
1974 AC9E9290
1975 63871C10
1976 780D86EB
1977 B609AA5A
1978 A04F216E
1979 1719CB16
197A 703A4659
197B 86CDE6A6
197C 1622BC2B
197D 4A6BC4B0
197E 755A404F
197F 9E3085FE
1980 33BBE533
1981 AAC0E288
1982 9225020F
1983 D116C920
1984 80FF574B
1985 1C91C204
1986 D0D43F78
1987 EC3645E4
1988 7F52B0E9
1989 3A443C0F
198A 98033757
198B 12065080
198C D456002C
198D 21A5EC7E
198E CBF2BF13
198F C69CA5D2
1990 A1C27E82
1991 150975CC
1992 22853DFD
1993 5DADFA46
1994 0CBC2F52
1995 BFDF527B
1996 C82AE6EA
1997 D7E4A80E
1998 FE9D9986
1999 EDF69B11
199A 9BCC24B0
199B CE0D5B4F
199C 3D0289E9
199D FB621DFB
199E 88AE1F78
199F 950C0C56
19A0 92E5613B
19A1 F855EA19
19A2 9498CC93
19A3 2130532F
19A4 172C8B00
19A5 EEB31AC0
19A6 3522BB81
19A7 68970020
19A8 8C4AC59E
19A9 C9C8A85D
19AA 82FBC94A
19AB 5ECFFAD5
19AC BEB6387F
19AD 74B08104
19AE 57C233FF
19AF 78948D54
19B0 BEB738A2
19B1 1339BC39
19B2 0E00C080
19B3 4597BA5E
19B4 A1A59942
19B5 55E9B878
19B6 7B5CECEF
19B7 F638A15E
19B8 A6427E27
19B9 E805D6AF
19BA F75E98FC
19BB 14F1F3FB
19BC ACD1C9D6
19BD CE97A118
19BE F7B54C2C
19BF 4FEEBBAB
19C0 D0509FD0
19C1 1D78437F
19C2 AF94A8DA
19C3 B23DFE24
19C4 A867BDF5
19C5 04FCFDEF
19C6 4F0E6245
19C7 4CCCBE4B
19C8 FF324029
19C9 0BBB4E29
19CA CE54F614
19CB D066B44D
19CC AE6275FF
19CD B8937394
19CE A72A6028
19CF 69CE01A5
19D0 CB40E593
19D1 CA6200C1
19D2 C61E5972
19D3 3BC8199B
19D4 01ED2084
19D5 6CC97951
19D6 4C635A1D
19D7 F30CA2B1
19D8 288DA224
19D9 F6FDDB5B
19DA 42C0643D
19DB B6C9A9DF
19DC 140B345E
19DD EB17117B
19DE 201049F7
19DF BFB2E7F4
19E0 7909E411
19E1 12D9C023
19E2 220AB706
19E3 EBFB5141
19E4 9FCB67C3
19E5 3B18783A
19E6 C2396D13
19E7 AF318652
19E8 C99454B4
19E9 521A28E1
19EA 2273FA78
19EB 448E762F
19EC 66610534
19ED 5F0EC649
19EE 0EF0A61F
19EF EF393593
19F0 995209E3
19F1 5315478F
19F2 877417D7
19F3 1528E978
19F4 112B3291
19F5 BC69CA9D
19F6 3740FBC3
19F7 BC0F6EE3
19F8 BDB17CE0
19F9 3B598D01
19FA A2571944
19FB 017C44CC
19FC BB7719E0
19FD D2979680
19FE F4B32946
19FF 7FEFFE7E
1A00 5265F9B5
1A01 C7A9B06C
1A02 A9D710B1
1A03 E1669EDF
1A04 91C130DB
1A05 AC0A58C7
1A06 A7820406
1A07 20DF2F67
1A08 DED8213A
1A09 D7D206FC
1A0A 5282D0EF
1A0B DEC1D036
1A0C FF0A10A5
1A0D 5C0E582C
1A0E 6C001F80
1A0F 0F5E7146
1A10 8E8BDB9E
1A11 6B6817C8
1A12 6A188933
1A13 0074C37E
1A14 99EDDC5B
1A15 79015D5F
1A16 9C66C53A
1A17 D0DBB4D9
1A18 CF32FF8B
1A19 AEB24186
1A1A 9FB5F507
1A1B 77CE3BE2
1A1C 8CB76B85
1A1D 9E75C952
1A1E 4F43F843
1A1F 3BDAB6F3
1A20 C82E55AA
1A21 2B9E19DD
1A22 C696E88D
1A23 A9B2EDD4
1A24 68E20C24
1A25 49032438
1A26 549F36D0
1A27 7134FA05
1A28 015096A7
1A29 CB858983
1A2A 6B941C4A
1A2B 23331065
1A2C 1D61CE10
1A2D 54F5D18E
1A2E CF628A86
1A2F 6112EB10
1A30 84CEA69C
1A31 74985E03
1A32 4BA0B345
1A33 5A24DE82
1A34 6DB2755B
1A35 B48E6B45
1A36 F64318A4
1A37 67A25487
1A38 8B6F3918
1A39 87F0F584
1A3A 0027BEE2
1A3B B32EA218
1A3C 511F8D4C
1A3D 3D43DC3A
1A3E 93C78FA7
1A3F 549C83CD
1A40 F193D015
1A41 F222F2DC
1A42 9833442E
1A43 DA8691EC
1A44 6D9E511E
1A45 AFAC6583
1A46 0674DC0D
1A47 15154F68
1A48 AEA1855F
1A49 1258009F
1A4A 63C0D3E4
1A4B 60B6F760
1A4C 2C7BDCD2
1A4D 34BF79F1
1A4E 9CA25C1E
1A4F 437AD550
1A50 5F456B7A
1A51 96B4F1D8
1A52 DDE702FE
1A53 50FCDC9D
1A54 CB01C083
1A55 335DDDBF
1A56 124CB6C6
1A57 70E10415
1A58 27662A54
1A59 24458667
1A5A 08B3F46C
1A5B DE9FAFA6
1A5C 029E6E37
1A5D AFD7CBB9
1A5E D26DF5B4
1A5F 20D9D991
1A60 93AA8F98
1A61 F4DA994B
1A62 3130497B
1A63 4ECE7ABB
1A64 3958122A
1A65 2374ADC6
1A66 16EAF473
1A67 E9B5186C
1A68 89734ACE
1A69 88D19BCB
1A6A 4D0045E7
1A6B 8805E4F5
1A6C 5B0ACD0F
1A6D 4F2BEC87
1A6E 957224E8
1A6F 89BF6620
1A70 89070605
1A71 BB3E4363
1A72 24D2539F
1A73 C33083C1
1A74 2D94D9DF
1A75 2F809E26
1A76 44AFB687
1A77 2E8FD2E7
1A78 90FC421B
1A79 5612DB79
1A7A 1F52D601
1A7B 3B1E4FB9
1A7C 986511F4
1A7D FCDD8AAA
1A7E 176BE08B
1A7F 5493E60F
1A80 8AF7489F
1A81 5E2DE9D4
1A82 F5C65B81
1A83 8B4444C5
1A84 254B9544
1A85 9EC6E1A7
1A86 DB844422
1A87 4710F123
1A88 AAF1AF29
1A89 EC20E750
1A8A FFB618B4
1A8B BFB44A47
1A8C 1A1F45C6
1A8D 8AFAE375
1A8E C9B9E72B
1A8F 5EB22AE6
1A90 286594DB
1A91 7B6CF4BF
1A92 D2AB5B39
1A93 33A7DB2A
1A94 9FED45DA
1A95 17D34FDC
1A96 B3B62F8C
1A97 DFED6D67
1A98 3F3B1D0B
1A99 2E8C20F2
1A9A 98FA6AE5
1A9B F4926605
1A9C 2A641881
1A9D AC2C3982
1A9E 4ACF5C70
1A9F C9750C5B
1AA0 115A82F1
1AA1 AF5F58E4
1AA2 43A4003F
1AA3 245DD844
1AA4 67E4F793
1AA5 502D3681
1AA6 8D715BDD
1AA7 0073A8CA
1AA8 00001059
1AA9 154E01FD
1AAA 1DAC2F4E
1AAB AA2E57FD
1AAC 4FE34E0A
1AAD 04C0B5E2
1AAE 4EE85C6A
1AAF 76FC5474
1AB0 3A130687
1AB1 BFD455AC
1AB2 01F6E4BF
1AB3 CE6F6668
1AB4 25D128B4
1AB5 5D1014F4
1AB6 660E1489
1AB7 DCC8FDD6
1AB8 EBC5B6B7
1AB9 B7EC7F88
1ABA AF8B70D6
1ABB 7AFC85B0
1ABC 14F87C62
1ABD 35CE5D06
1ABE 868FD0E6
1ABF 41AE5F14
1AC0 F7FB496C
1AC1 A7D525EA
1AC2 780A0C06
1AC3 0EDDACD0
1AC4 B56D86F0
1AC5 B283B948
1AC6 EEC57E00
1AC7 0F00CF77
1AC8 43304D09
1AC9 F19D67D5
1ACA C5EDF32F
1ACB 019CD562
1ACC EFBAF6C9
1ACD F94147F7
1ACE C0ABD3DA
1ACF BDB4F5B6
1AD0 D59FFD59
1AD1 273FD176
1AD2 730BE686
1AD3 26696326
1AD4 F955D66C
1AD5 B15EB80E
1AD6 5AE20ED4
1AD7 A9E4B3CD
1AD8 F6EE1FBC
1AD9 F4D88588
1ADA 6FCD0661
1ADB B7BD2C87
1ADC F4EA252E
1ADD 2048C2D6
1ADE 68538097
1ADF B4DF0147
1AE0 E4627738
1AE1 BA2C7CB7
1AE2 10FD8A45
1AE3 45FA1F1A
1AE4 9049C754
1AE5 A8BE9E30
1AE6 EACEA6DC
1AE7 27CD71CD
1AE8 0467656F
1AE9 12331207
1AEA 3EEE12A4
1AEB 4C7E2CDB
1AEC 22F17851
1AED 915E7C4F
1AEE 08B95A17
1AEF 203830CD
1AF0 980CBC7F
1AF1 DC981395
1AF2 FE6C3ECA
1AF3 2A6F7B3C
1AF4 DE78BCCD
1AF5 75C43E20
1AF6 F906DE28
1AF7 60997326
1AF8 80FB9BB1
1AF9 F6F67EB7
1AFA FB6A776E
1AFB CB2F2906
1AFC 674D10E5
1AFD 2C3E46C7
1AFE A00595B9
1AFF F4707470
1B00 AC790949
1B01 754D8217
1B02 196CD3C5
1B03 49D9A265
1B04 56D880BA
1B05 D51980EF
1B06 89ED5B73
1B07 B5963C27
1B08 EDF9E49E
1B09 1C1B11B6
1B0A 7AE37EB5
1B0B AF2D0102
1B0C 6147B703
1B0D 82FFDBF9
